Race,UseOfForce,Gender,TypeOfArrest,BondAmount,Patrol,Officer,DateTimeOfArrest,SearchConducted,Stopped,Arrest,_SELECTED_CHARGE_1,_SELECTED_CHARGE_2,_SELECTED_CHARGE_3,_SELECTED_CHARGE_4,_SELECTED_CHARGE_5,_SELECTED_CHARGE_6,TimeZone
White,No,Male,Not listed,24472,D2,Ryan Jordan,2022-01-10 07:23:21,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Female,Taken Into Custody,52038,D1,Cory Cox,2022-02-19 19:44:29,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
White,No,Female,Summoned/Cited,92367,D1,Lacey Jones,2022-10-08 11:59:35,No,No,TRUE,Burglary,Burglary,Assault,Nan,Arson,Nan,US/Eastern
Black,Yes,Female,Taken Into Custody,51407,D2,James Boone,2022-06-12 09:39:29,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
White,No,Male,Not listed,74756,D1,Julia Stanley,2022-09-06 06:29:34,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Female,Taken Into Custody,56028,D1,Michael Thomas,2021-08-05 11:49:45,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Black,Yes,Female,Taken Into Custody,53371,D1,Andre Coleman,2023-10-19 21:25:22,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Asian,No,Female,Taken Into Custody,35244,D2,James Dorsey,2021-09-24 01:56:08,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Black,Yes,Female,Not listed,93112,D2,Todd Chen,2023-08-22 10:11:58,No,No,TRUE,Robbery,Assault,Driving Under the Influence (DUI),Nan,Domestic Violence,Forgery,US/Eastern
Hispanic,No,Male,Not listed,34069,D1,Teresa Delacruz,2022-11-04 07:36:38,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Asian,No,Female,Not listed,94382,D2,Roger Jensen,2022-05-18 11:50:26,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
White,No,Male,Taken Into Custody,21080,D3,Mary Mckenzie,2023-05-12 17:02:13,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
White,No,Female,Taken Into Custody,71094,D1,Mr. Bryce Brown Jr.,2022-04-29 02:28:35,No,No,TRUE,Driving Under the Influence (DUI),Robbery,Theft,Theft,Domestic Violence,Arson,US/Eastern
Asian,No,Male,Summoned/Cited,389,D2,Heather House,2022-12-01 02:59:50,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Black,Yes,Female,Taken Into Custody,91508,D1,Louis Johnson,2024-01-01 06:35:12,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Black,No,Male,Summoned/Cited,55246,D3,Emily Lopez,2023-02-13 21:13:34,No,Yes,TRUE,Fraud,Forgery,Forgery,Theft,Forgery,Nan,US/Eastern
Black,No,Male,Taken Into Custody,45217,D2,Justin Martinez,2023-07-23 14:12:29,Yes,No,TRUE,Forgery,Forgery,Robbery,Fraud,Domestic Violence,Domestic Violence,US/Eastern
Hispanic,No,Female,Summoned/Cited,34169,D1,Monique Bailey,2021-10-07 03:32:26,No,No,TRUE,Burglary,Nan,Drug Possession,Arson,Driving Under the Influence (DUI),Robbery,US/Eastern
Black,Yes,Male,Not listed,81453,D2,Julie Bell,2023-11-11 10:18:12,Yes,Yes,TRUE,Drug Possession,Drug Possession,Burglary,Arson,Assault,Fraud,US/Eastern
White,No,Male,Taken Into Custody,97325,D1,Julie Robinson,2024-01-26 16:33:28,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
White,No,Male,Taken Into Custody,36128,D1,Cathy Page,2023-06-04 19:13:27,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Asian,No,Male,Summoned/Cited,74852,D3,Melanie Taylor,2021-07-25 18:42:37,No,No,TRUE,Fraud,Drug Possession,Burglary,Burglary,Theft,Assault,US/Eastern
White,No,Female,Summoned/Cited,64015,D3,Robert Blackburn,2021-09-26 22:05:35,No,No,TRUE,Nan,Driving Under the Influence (DUI),Theft,Drug Possession,Burglary,Nan,US/Eastern
White,No,Male,Summoned/Cited,63991,D1,Jesse Montgomery,2023-04-01 14:28:20,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Asian,No,Female,Summoned/Cited,71608,D1,Diana Sanchez,2022-02-02 03:53:42,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Asian,No,Female,Summoned/Cited,84992,D1,Stephen Barr,2023-06-26 17:30:49,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Asian,No,Female,Summoned/Cited,28765,D2,Christopher Cook,2023-06-26 08:49:51,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
White,No,Female,Summoned/Cited,48597,D2,Melinda Mason,2021-08-31 11:23:30,No,No,TRUE,Burglary,Assault,Domestic Violence,Assault,Theft,Domestic Violence,US/Eastern
Hispanic,No,Female,Taken Into Custody,58392,D3,Arthur James,2022-03-04 11:16:15,No,No,TRUE,Robbery,Arson,Nan,Robbery,Assault,Forgery,US/Eastern
White,No,Male,Summoned/Cited,80587,D1,Leslie Bryant,2023-12-31 01:09:22,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
White,No,Female,Summoned/Cited,94152,D1,Nicole Yates,2022-11-25 22:02:01,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Asian,No,Female,Summoned/Cited,28501,D1,Kelly Kaufman,2021-10-14 08:36:01,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Black,Yes,Male,Summoned/Cited,30695,D2,Austin Powell,2022-02-27 16:27:55,Yes,Yes,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Asian,No,Female,Not listed,2270,D2,Paul Navarro,2024-01-20 10:12:21,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Asian,No,Male,Not listed,98094,D1,Alicia Marshall,2022-12-28 15:00:32,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
White,No,Male,Taken Into Custody,2612,D1,Ryan Scott,2022-07-27 14:55:52,No,No,TRUE,Arson,Assault,Fraud,Robbery,Domestic Violence,Assault,US/Eastern
Black,Yes,Female,Summoned/Cited,68295,D2,Jacob Warren,2023-10-31 00:07:08,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Black,No,Male,Taken Into Custody,96822,D3,Deborah Stanley,2021-05-24 13:27:11,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Black,Yes,Female,Not listed,4552,D1,Melissa Richardson,2023-12-25 15:53:56,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Male,Not listed,54497,D1,Jeremy Hoover,2022-07-15 22:48:05,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Female,Taken Into Custody,34880,D1,Patricia Miles,2023-10-01 11:43:26,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Male,Not listed,29621,D2,Tanya Robinson,2021-10-30 04:15:53,No,No,TRUE,Driving Under the Influence (DUI),Assault,Assault,Theft,Forgery,Forgery,US/Eastern
Asian,No,Male,Taken Into Custody,67534,D1,Kathy Campbell DDS,2021-12-26 23:48:31,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
White,No,Male,Taken Into Custody,56273,D1,James Jones,2023-10-28 02:50:52,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Male,Summoned/Cited,28200,D1,Kyle Townsend,2023-03-04 08:01:58,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Asian,No,Female,Not listed,61572,D2,Ronald Galvan,2022-11-28 11:50:36,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Black,Yes,Female,Taken Into Custody,5852,D3,Ann Reynolds,2022-05-12 17:05:46,No,No,TRUE,Burglary,Theft,Robbery,Nan,Fraud,Fraud,US/Eastern
Asian,No,Female,Taken Into Custody,97457,D1,John Avery,2021-11-11 13:50:30,No,No,TRUE,Driving Under the Influence (DUI),Burglary,Robbery,Arson,Domestic Violence,Driving Under the Influence (DUI),US/Eastern
White,No,Male,Taken Into Custody,74688,D1,Bryce Ward,2023-06-18 14:18:35,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Black,Yes,Female,Summoned/Cited,75012,D3,Cody Mcdonald,2022-05-27 17:09:31,No,No,TRUE,Assault,Arson,Robbery,Drug Possession,Theft,Forgery,US/Eastern
Asian,No,Male,Taken Into Custody,19687,D1,Michael Thompson,2022-07-23 23:05:49,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Asian,No,Male,Not listed,98480,D2,Laura Barron,2022-10-18 19:38:15,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Black,Yes,Female,Summoned/Cited,88793,D2,Laura Galloway,2023-04-12 21:27:35,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Female,Summoned/Cited,14528,D2,Sergio Anderson,2022-01-12 12:20:41,No,No,TRUE,Domestic Violence,Domestic Violence,Drug Possession,Arson,Robbery,Robbery,US/Eastern
Hispanic,No,Female,Taken Into Custody,47882,D2,Tara Nolan,2023-07-15 17:52:50,No,No,TRUE,Robbery,Drug Possession,Driving Under the Influence (DUI),Theft,Forgery,Theft,US/Eastern
Asian,No,Male,Summoned/Cited,48422,D1,Julie Bowers,2021-12-01 14:11:58,No,No,TRUE,Theft,Robbery,Fraud,Arson,Fraud,Driving Under the Influence (DUI),US/Eastern
Asian,No,Male,Not listed,34247,D2,Susan Miller DVM,2023-02-02 20:18:48,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
White,No,Female,Not listed,80228,D3,David Nguyen,2021-12-12 01:01:52,No,No,TRUE,Theft,Fraud,Drug Possession,Drug Possession,Forgery,Arson,US/Eastern
Asian,No,Female,Not listed,71412,D2,Christopher Cisneros,2024-02-25 02:39:29,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Asian,No,Male,Not listed,46214,D2,Alyssa Reese,2021-08-25 03:49:25,No,No,TRUE,Driving Under the Influence (DUI),Drug Possession,Assault,Theft,Domestic Violence,Burglary,US/Eastern
Hispanic,No,Male,Not listed,39310,D1,Alison Klein,2022-08-21 16:04:24,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
White,No,Male,Summoned/Cited,3832,D2,Lori Carter,2021-10-06 08:50:41,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Female,Taken Into Custody,17121,D1,Elizabeth Madden,2022-04-30 02:52:46,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Male,Taken Into Custody,72879,D2,Claudia Griffin,2021-03-28 09:56:51,No,No,TRUE,Arson,Driving Under the Influence (DUI),Burglary,Forgery,Theft,Robbery,US/Eastern
Asian,No,Male,Summoned/Cited,2830,D1,Derrick Randall,2023-11-21 19:03:23,No,No,TRUE,Arson,Burglary,Burglary,Arson,Nan,Burglary,US/Eastern
Asian,No,Male,Taken Into Custody,55611,D1,Kyle Rivera,2022-03-03 04:50:45,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Black,Yes,Female,Taken Into Custody,93117,D2,Nicholas Camacho,2021-09-05 19:38:49,No,No,TRUE,Robbery,Arson,Fraud,Theft,Burglary,Forgery,US/Eastern
White,No,Male,Not listed,40148,D1,Cassandra Burns,2023-02-04 17:11:25,No,No,TRUE,Arson,Domestic Violence,Nan,Robbery,Fraud,Driving Under the Influence (DUI),US/Eastern
Black,Yes,Male,Not listed,33671,D3,Andrea Branch,2022-08-05 14:08:34,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Black,Yes,Female,Taken Into Custody,94345,D1,Nicholas Mendoza,2023-05-22 20:14:12,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
White,No,Male,Summoned/Cited,9156,D3,Valerie Snow DDS,2023-08-05 21:21:42,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
White,No,Female,Taken Into Custody,26324,D1,Angela Lee,2022-02-04 06:45:54,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Asian,No,Male,Summoned/Cited,91281,D2,Juan Thompson,2023-11-21 08:28:33,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
White,No,Male,Not listed,11032,D3,Kevin Vargas,2021-11-24 13:07:29,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Female,Taken Into Custody,15199,D1,Scott Durham,2022-04-09 05:42:49,No,No,TRUE,Driving Under the Influence (DUI),Domestic Violence,Drug Possession,Drug Possession,Burglary,Burglary,US/Eastern
Asian,No,Male,Taken Into Custody,46043,D2,Justin Krueger,2023-10-18 18:15:13,No,No,TRUE,Assault,Drug Possession,Nan,Driving Under the Influence (DUI),Driving Under the Influence (DUI),Driving Under the Influence (DUI),US/Eastern
Hispanic,No,Female,Taken Into Custody,58092,D1,Charlotte Sims,2022-06-22 18:06:31,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Black,Yes,Male,Summoned/Cited,16426,D2,Cynthia Walters,2024-03-01 08:21:36,No,Yes,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Female,Not listed,33009,D2,Mike Molina,2023-11-13 11:07:18,No,No,TRUE,Arson,Robbery,Burglary,Arson,Theft,Burglary,US/Eastern
White,No,Female,Taken Into Custody,14606,D3,Kenneth Sanchez,2021-08-29 21:59:43,No,No,TRUE,Burglary,Forgery,Assault,Forgery,Robbery,Forgery,US/Eastern
Black,Yes,Male,Taken Into Custody,37535,D3,William Griffin,2022-08-16 19:42:28,Yes,Yes,TRUE,Theft,Assault,Driving Under the Influence (DUI),Assault,Nan,Arson,US/Eastern
Asian,No,Male,Not listed,17189,D3,Dakota Huber MD,2023-01-03 14:58:26,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Asian,No,Female,Summoned/Cited,65335,D3,Tiffany Baldwin DVM,2021-08-15 06:50:31,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Asian,No,Male,Summoned/Cited,67324,D3,Megan Bell,2022-07-07 21:08:19,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
White,No,Female,Summoned/Cited,54779,D2,Richard Cook,2021-05-31 18:16:21,No,No,TRUE,Driving Under the Influence (DUI),Assault,Fraud,Theft,Arson,Fraud,US/Eastern
Black,No,Female,Not listed,45044,D2,Michele Cabrera,2021-10-13 19:06:19,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Male,Taken Into Custody,18438,D3,Mary Brady,2021-04-13 15:06:12,No,No,TRUE,Arson,Domestic Violence,Theft,Drug Possession,Domestic Violence,Robbery,US/Eastern
White,No,Male,Summoned/Cited,62319,D2,Ryan Harris,2023-02-01 00:43:31,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Asian,No,Male,Not listed,57780,D2,Daniel Moss,2023-11-05 04:16:58,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
White,No,Male,Taken Into Custody,54443,D2,Mario Stevens,2023-02-07 03:37:14,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Black,Yes,Male,Taken Into Custody,46583,D3,Stephen Miller,2021-12-02 10:24:14,Yes,Yes,TRUE,Drug Possession,Assault,Arson,Burglary,Forgery,Domestic Violence,US/Eastern
Hispanic,No,Male,Taken Into Custody,44870,D1,Keith Jefferson,2022-03-22 17:27:19,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Female,Summoned/Cited,85906,D2,Robert Ali,2023-07-14 13:28:33,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Asian,No,Male,Summoned/Cited,46179,D2,Kaitlin Terry,2023-11-12 17:41:22,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Black,Yes,Female,Summoned/Cited,20243,D2,Kyle Burgess,2023-01-03 20:36:15,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Asian,No,Male,Summoned/Cited,49377,D1,Michael Wilson,2021-10-21 14:12:22,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Black,No,Male,Not listed,63131,D1,Brian Mosley DVM,2021-04-06 02:35:40,No,No,TRUE,Robbery,Arson,Theft,Arson,Burglary,Drug Possession,US/Eastern
Asian,No,Male,Summoned/Cited,8502,D1,Emily Moore,2023-05-02 16:29:25,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
White,No,Male,Taken Into Custody,67625,D2,Melissa Roberts,2023-04-20 16:32:22,No,No,TRUE,Theft,Driving Under the Influence (DUI),Arson,Forgery,Assault,Drug Possession,US/Eastern
Black,No,Female,Taken Into Custody,1372,D1,Michael Spencer,2024-01-15 13:59:56,No,No,TRUE,Fraud,Theft,Drug Possession,Burglary,Domestic Violence,Driving Under the Influence (DUI),US/Eastern
White,No,Female,Summoned/Cited,20614,D2,Amanda Klein,2021-04-21 20:34:29,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Black,Yes,Female,Summoned/Cited,46225,D2,Marie Martinez,2021-08-04 09:04:20,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Asian,No,Male,Not listed,87316,D3,Mary Adams,2023-05-08 19:06:48,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Hispanic,No,Male,Summoned/Cited,59204,D3,David Dillon,2023-09-15 13:45:32,No,No,TRUE,Forgery,Domestic Violence,Forgery,Fraud,Theft,Drug Possession,US/Eastern
Black,No,Male,Taken Into Custody,98651,D1,Dennis Powell,2022-08-19 01:23:05,Yes,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
White,No,Female,Taken Into Custody,81752,D1,Catherine Proctor,2023-08-01 10:46:27,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Black,Yes,Female,Not listed,41746,D3,John Gonzalez,2021-05-06 07:58:51,No,No,TRUE,Drug Possession,Driving Under the Influence (DUI),Robbery,Burglary,Fraud,Assault,US/Eastern
Hispanic,No,Female,Not listed,27694,D3,Olivia Gardner,2023-02-15 20:27:20,No,No,TRUE,Robbery,Nan,Nan,Burglary,Burglary,Forgery,US/Eastern
Asian,No,Male,Taken Into Custody,76881,D3,Rebecca Boone,2022-11-08 23:45:48,No,No,TRUE,Assault,Driving Under the Influence (DUI),Drug Possession,Nan,Nan,Drug Possession,US/Eastern
Asian,No,Female,Taken Into Custody,46433,D3,Christopher Hull,2022-03-18 08:09:39,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
White,No,Female,Taken Into Custody,57330,D1,Elizabeth Taylor,2022-12-26 09:43:14,No,No,TRUE,Fraud,Theft,Nan,Domestic Violence,Forgery,Burglary,US/Eastern
Black,Yes,Female,Summoned/Cited,31798,D3,Rachel Freeman,2023-10-22 12:29:31,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
White,No,Female,Taken Into Custody,16419,D1,Christopher Wong,2023-03-26 02:45:36,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
Asian,No,Male,Not listed,61900,D1,Shawn Rich,2023-12-14 22:18:15,No,No,FALSE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,US/Eastern
